Id,LotFrontage,LotArea,OverallQual,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,OpenPorchSF,MoSold,SalePrice,TotalSF,Baths_Total,Age_Sold,PorchSF_Total
757,68.0,10769,8,2007,2007,20,846,866,1768,2,7,0,2,578,105,4,212000,2634,2.5,2,249
758,71.0,11616,6,1978,1978,438,234,672,1386,2,6,1,2,440,0,4,158900,2058,2.5,32,335
759,24.0,2280,7,1999,1999,549,195,744,1501,2,6,0,2,440,0,8,179400,2245,2.5,9,0
760,65.0,12257,8,1995,1995,56,1198,1318,2531,2,9,1,3,752,98,11,290000,3849,2.5,12,320
761,70.0,9100,6,1959,1959,612,252,864,864,1,5,0,1,300,0,10,127500,1728,1.0,50,0
762,60.0,6911,5,1924,1950,405,740,1145,1301,1,5,0,2,440,0,10,100000,2446,1.0,85,0
763,72.0,8640,7,2009,2009,24,732,756,1547,2,7,0,2,614,45,6,215200,2303,2.5,1,214
764,82.0,9430,8,1999,1999,1163,89,1252,2365,2,8,1,3,856,128,7,337000,3617,3.5,10,308
765,30.0,9549,8,1995,1996,437,0,1494,1494,1,6,1,2,481,30,4,270000,2988,2.5,11,246
766,75.0,14587,9,2008,2008,0,1498,1498,1506,2,6,1,2,592,174,8,264132,3004,2.0,0,174
767,80.0,10421,7,1988,1988,394,586,980,1714,2,7,1,2,496,66,3,196500,2694,2.5,22,450
768,75.0,12508,6,1940,1985,660,323,983,1750,2,7,0,1,423,0,7,160000,2733,3.0,68,401
769,70.0,9100,7,2004,2005,24,1836,1860,1836,2,8,1,2,484,33,10,216837,3696,2.0,2,153
770,47.0,53504,8,2003,2003,1416,234,1650,3279,3,12,1,3,841,36,6,538000,4929,4.5,7,749
771,71.0,7252,5,1982,1982,685,173,858,858,1,5,0,2,576,0,4,134900,1716,2.0,27,120
772,67.0,8877,4,1951,1951,836,0,836,1220,1,6,0,2,396,0,4,102000,2056,1.0,55,0
773,94.0,7819,6,1976,1976,422,480,1029,1117,1,6,1,2,672,0,3,107000,2146,2.0,34,144
774,70.0,10150,5,1958,1958,456,456,912,912,1,5,0,1,275,0,7,114500,1824,1.0,49,0
775,110.0,14226,8,2006,2006,0,1935,1935,1973,2,9,1,3,895,45,7,395000,3908,2.0,1,360
776,32.0,4500,6,1998,1998,866,338,1204,1204,2,5,0,2,412,247,6,162000,2408,3.0,11,247
777,86.0,11210,7,2005,2006,20,1594,1614,1614,2,7,0,3,865,59,7,221500,3228,2.0,1,203
778,100.0,13350,5,1974,1974,762,102,864,894,1,5,1,2,440,0,6,142500,1758,2.0,32,241
779,60.0,8400,5,1977,1977,0,0,0,2020,2,10,2,2,630,0,10,144000,2020,2.0,30,0
780,78.0,10530,6,1977,1977,975,0,975,1004,1,4,0,2,504,0,5,135000,1979,2.0,29,0
781,63.0,7875,7,1995,1996,0,1237,1237,1253,2,6,1,2,402,21,6,176000,2490,2.0,12,241
782,65.0,7153,6,1992,1992,387,374,761,1603,2,7,0,2,484,124,7,175900,2364,2.5,14,124
783,67.0,16285,7,2001,2002,0,1413,1413,1430,2,6,0,2,605,33,6,187100,2843,2.0,8,33
784,73.0,9101,5,1978,1978,1097,0,1097,1110,1,4,1,2,602,30,7,165500,2207,2.0,31,333
785,35.0,6300,6,1914,2001,0,742,742,1484,2,9,1,0,0,291,6,128000,2226,2.0,94,425
786,80.0,9790,6,1967,1967,251,491,1372,1342,2,7,1,2,457,0,9,161500,2714,2.0,42,197
787,60.0,10800,5,1915,1950,686,0,686,1652,2,7,0,1,416,0,6,139000,2338,3.0,95,196
788,76.0,10142,7,2004,2004,656,300,956,2084,2,8,0,2,618,45,1,233000,3040,3.5,6,45
789,50.0,6000,4,1954,2000,0,901,901,901,1,4,0,1,281,0,8,107900,1802,1.0,54,0
790,80.0,12205,6,1966,2007,568,264,832,2087,2,9,0,2,444,168,7,187500,2919,2.5,41,301
791,43.0,3182,7,2005,2006,16,1129,1145,1145,2,5,1,2,397,16,9,160200,2290,2.0,4,116
792,73.0,11333,6,1976,1976,539,490,1029,1062,1,5,2,2,539,0,5,146800,2091,2.0,31,120
793,92.0,9920,7,1996,1997,862,255,1117,2013,2,8,1,2,455,130,6,269790,3130,3.5,11,310
794,76.0,9158,8,2007,2007,0,1496,1496,1496,2,7,0,2,474,130,6,225000,2992,2.0,0,298
795,65.0,10832,7,1994,1996,0,712,712,1895,2,7,1,2,409,46,10,194500,2607,2.5,14,189
796,70.0,8400,6,1980,1981,0,650,650,1564,2,7,1,2,476,50,4,171000,2214,2.5,30,254
797,71.0,8197,6,1977,1977,0,660,660,1285,1,7,1,2,528,0,4,143500,1945,1.5,30,138
798,57.0,7677,5,1953,1953,570,203,773,773,1,4,0,1,240,0,4,110000,1546,1.0,55,0
799,104.0,13518,9,2008,2009,0,1926,1926,3140,3,11,2,3,820,78,7,485000,5066,3.5,1,222
800,60.0,7200,5,1937,1950,569,162,731,1768,1,7,2,1,240,0,6,175000,2499,2.5,70,264
801,79.0,12798,6,1997,1997,462,154,616,1688,2,8,0,2,603,114,5,200000,2304,3.5,11,702
802,40.0,4800,4,1916,1990,197,999,1196,1196,1,5,0,2,440,0,7,109900,2392,2.0,91,0
803,63.0,8199,7,2005,2005,648,80,728,1456,2,7,1,2,410,18,10,189000,2184,3.5,3,54
804,107.0,13891,9,2008,2009,0,1734,1734,2822,3,12,1,3,1020,170,1,582933,4556,3.5,1,414
805,75.0,9000,5,1954,1954,812,124,936,1128,1,5,0,1,286,0,6,118000,2064,1.0,52,0
806,91.0,12274,7,2008,2008,0,1417,1417,1428,2,6,0,2,554,60,7,227680,2845,2.0,0,60
807,75.0,9750,5,1967,1967,400,100,980,980,2,6,0,1,384,0,10,135500,1960,2.0,39,68
808,144.0,21384,5,1923,2004,1309,15,1324,1576,1,6,1,2,528,312,5,223500,2900,3.5,86,312
809,85.0,13400,5,1966,1966,516,380,1024,1086,1,6,1,2,484,0,6,159950,2110,2.0,40,0
810,90.0,8100,5,1898,1965,0,849,849,2138,2,11,0,2,360,156,11,106000,2987,2.0,111,196
811,78.0,10140,6,1974,1999,663,0,1040,1309,1,5,1,2,484,0,1,181000,2349,2.5,32,265
812,70.0,4438,6,2004,2004,662,186,848,848,1,4,1,2,420,0,6,144500,1696,2.0,4,140
813,66.0,8712,5,1952,1952,0,540,540,1044,1,4,0,2,504,0,6,55993,1584,1.0,58,0
814,75.0,9750,6,1958,1958,608,834,1442,1442,1,7,0,1,301,0,4,157900,2884,1.5,49,275
815,45.0,8248,5,1918,1950,0,686,686,1250,1,7,0,1,280,0,7,116000,1936,2.0,88,303
816,48.0,12137,7,1998,1998,0,1649,1649,1661,2,6,0,2,598,34,5,224900,3310,2.0,12,34
817,73.0,11425,5,1954,1954,486,522,1008,1008,1,4,1,1,275,0,7,137000,2016,1.0,52,120
818,73.0,13265,8,2002,2002,1218,350,1568,1689,2,7,2,3,857,59,7,271000,3257,3.0,6,209
819,80.0,8816,6,1971,1971,504,506,1010,1052,1,6,0,2,440,0,6,155000,2062,2.0,39,0
820,44.0,6371,7,2009,2010,733,625,1358,1358,2,6,1,2,484,35,6,224000,2716,3.0,1,227
821,72.0,7226,7,2003,2003,0,798,798,1640,2,6,0,2,595,45,6,183000,2438,2.5,5,45
822,60.0,6000,4,1953,1953,0,936,936,936,1,4,0,2,576,32,2,93000,1872,1.0,56,144
823,65.0,12394,7,2003,2003,0,847,847,1733,2,7,1,2,433,48,10,225000,2580,2.5,4,148
824,60.0,9900,6,1940,1950,0,778,778,1489,2,7,1,1,240,0,7,139500,2267,2.0,69,335
825,81.0,11216,8,2006,2006,0,1489,1489,1489,2,7,1,2,776,140,6,232600,2978,2.0,0,140
826,114.0,14803,10,2007,2008,1636,442,2078,2084,2,7,1,3,1220,45,6,385000,4162,3.0,1,233
827,50.0,6130,5,1924,1950,784,0,784,784,1,5,0,0,0,0,5,109500,1568,2.0,84,116
828,65.0,8529,7,2001,2001,20,1434,1454,1434,2,6,1,2,527,39,4,189000,2888,2.0,8,329
829,80.0,28698,5,1967,1967,249,0,1013,2126,2,7,0,2,538,0,6,185000,3139,3.0,42,711
830,24.0,2544,7,2005,2005,0,600,600,1223,2,4,0,2,480,166,7,147400,1823,2.5,1,166
831,80.0,11900,6,1957,1957,1040,352,1392,1392,1,6,2,2,458,0,6,166000,2784,2.5,51,192
832,30.0,3180,7,2005,2005,0,600,600,1200,2,4,0,2,480,166,6,151000,1800,2.5,1,166
833,44.0,9548,7,2003,2003,483,458,941,1829,2,7,1,2,613,39,1,237000,2770,3.5,7,231
834,100.0,10004,6,1964,1964,196,975,1516,1516,1,6,0,2,472,0,2,167000,3032,1.5,45,152
835,75.0,7875,5,1961,1961,572,572,1144,1144,1,6,0,2,456,0,9,139950,2288,2.0,47,0
836,60.0,9600,4,1950,1995,442,625,1067,1067,2,4,0,2,436,0,2,128000,2134,2.0,60,290
837,90.0,8100,5,1948,1973,338,1221,1559,1559,1,5,0,2,812,116,6,153500,3118,2.0,59,346
838,21.0,1680,6,1973,1973,330,153,483,987,1,5,0,1,264,0,11,100000,1470,2.5,35,0
839,75.0,9525,5,1995,2006,0,1099,1099,1099,1,6,0,1,352,0,6,144000,2198,1.5,13,278
840,70.0,11767,5,1946,1995,352,416,768,1200,1,6,0,1,240,0,5,130500,1968,1.0,62,0
841,60.0,12155,6,1925,1950,156,516,672,1482,2,7,0,1,400,0,3,140000,2154,2.0,83,254
842,60.0,10440,5,1904,2002,0,650,650,1539,2,8,1,2,686,78,6,157500,2189,2.0,104,216
843,82.0,9020,6,1966,1966,312,276,1127,1165,1,6,0,2,490,129,5,174900,2292,2.5,42,129
844,80.0,8000,5,1961,1961,0,1800,1800,1800,2,10,0,0,0,0,7,141000,3600,2.0,46,0
845,100.0,12665,5,1915,1950,0,876,876,1416,1,7,1,3,720,0,6,153900,2292,1.5,93,612
846,71.0,16647,5,1975,1981,1390,0,1390,1701,2,6,2,2,611,0,1,171000,3091,3.0,32,0
847,75.0,9317,7,1993,1993,513,227,740,1775,2,7,1,2,425,72,7,213000,2515,3.5,16,498
848,36.0,15523,5,1972,1972,460,404,864,864,1,5,1,1,338,0,8,133500,1728,2.0,37,0
849,75.0,45600,6,1908,1997,0,907,907,2358,3,10,1,2,360,40,9,240000,3265,3.0,100,701
850,80.0,9600,6,1976,1994,0,528,528,1855,2,7,1,2,512,100,8,187000,2383,2.5,31,213
851,36.0,4435,6,2003,2003,659,189,848,848,1,3,0,2,420,0,11,131500,1696,2.0,4,140
852,43.0,3196,8,2003,2003,0,1273,1273,1456,2,7,1,2,400,20,5,215000,2729,2.0,3,163
853,53.0,7128,7,1941,1950,364,554,918,1646,2,7,2,1,240,0,8,164000,2564,2.0,66,126
854,73.0,12095,6,1964,1964,564,563,1127,1445,1,7,1,2,645,0,8,158000,2572,1.5,45,180
855,102.0,17920,5,1955,1974,306,372,1763,1779,1,6,1,2,454,418,7,170000,3542,2.5,51,730
856,71.0,6897,5,1962,2010,659,381,1040,1040,1,6,0,1,260,104,4,127000,2080,2.5,48,104
857,70.0,10970,6,1978,1978,505,0,940,1026,1,5,0,2,576,0,10,147000,1966,2.0,30,34
858,65.0,8125,6,1994,1995,0,702,702,1481,2,6,1,2,343,36,3,174000,2183,2.5,15,36
859,80.0,10400,7,1976,1976,0,1090,1090,1370,2,6,1,2,479,0,6,152000,2460,2.0,33,0
860,80.0,11029,6,1968,1984,619,435,1054,2654,2,9,1,2,619,65,8,250000,3708,3.5,38,287
861,55.0,7642,7,1918,1998,0,912,912,1426,1,7,1,1,216,240,6,189950,2338,1.5,89,240
862,75.0,11625,5,1965,1965,841,198,1039,1039,1,6,0,2,504,0,4,131500,2078,2.5,45,0
863,81.0,9672,6,1984,1985,338,702,1040,1097,2,6,0,2,480,0,5,152000,2137,2.0,26,0
864,70.0,7931,5,1959,1959,1148,0,1148,1148,1,6,0,1,672,0,7,132500,2296,2.0,50,0
865,72.0,8640,7,2007,2008,0,1372,1372,1372,2,6,0,2,529,140,5,250580,2744,2.0,1,140
866,73.0,8750,5,1970,1970,828,174,1002,1002,1,5,0,2,902,0,8,148500,2004,2.0,39,0
867,67.0,10656,8,2006,2007,0,1638,1638,1646,2,6,1,3,870,80,11,248900,3284,2.0,1,272
868,85.0,6970,4,1961,1961,932,108,1040,1120,1,5,0,2,544,0,5,129000,2160,2.5,46,168
869,65.0,14762,5,1948,1950,0,0,0,2320,2,7,1,2,672,144,5,169000,2320,2.0,58,264
870,80.0,9938,7,1993,1994,750,300,1050,1949,2,8,1,2,574,90,6,236000,2999,3.5,17,246
871,60.0,6600,5,1962,1962,0,894,894,894,1,5,0,1,308,0,8,109500,1788,1.0,47,0
872,70.0,8750,6,1998,1998,505,299,804,1682,2,7,0,2,523,77,6,200500,2486,2.5,12,77
873,74.0,8892,5,1953,1996,0,105,105,910,1,5,0,2,414,0,10,116000,1015,1.0,55,346
874,60.0,12144,5,1949,1950,375,457,832,1268,1,6,1,1,288,28,9,133000,2100,1.0,60,28
875,52.0,5720,5,1941,1950,0,676,676,1131,1,5,0,1,200,0,8,66500,1807,1.5,68,26
876,75.0,9000,8,2007,2007,64,1120,1184,2610,2,11,1,2,550,364,8,303477,3794,2.5,0,572
877,94.0,25286,4,1963,1963,633,431,1064,1040,1,5,0,2,648,0,1,132250,2104,2.0,44,0
878,74.0,8834,9,2004,2005,1170,292,1462,2224,2,10,1,3,738,0,6,350000,3686,3.5,5,184
879,88.0,11782,5,1961,1995,899,210,1109,1155,1,6,0,2,576,0,6,148000,2264,2.0,49,192
880,70.0,7000,5,1978,2005,646,218,864,864,1,6,0,1,336,0,7,136500,1728,2.0,31,0
881,60.0,7024,5,2005,2006,980,110,1090,1090,1,5,0,2,450,49,6,157000,2180,2.5,2,49
882,44.0,13758,7,1990,1991,902,254,1156,1717,2,7,1,2,400,36,4,187500,2873,2.5,17,204
883,65.0,9636,6,1992,1993,0,808,808,1593,2,7,1,2,389,40,12,178000,2401,2.5,17,382
884,60.0,6204,4,1912,1950,0,795,795,2230,1,10,0,1,440,188,3,118500,3025,2.0,94,188
885,65.0,7150,5,1967,1967,432,460,892,892,1,5,0,1,288,0,7,100000,1784,1.0,42,0
886,50.0,5119,9,1999,2000,1238,460,1698,1709,2,5,1,2,506,65,1,328900,3407,3.0,9,162
887,70.0,8393,5,1959,2005,528,1098,1626,1712,2,8,0,2,588,54,6,145000,3338,2.0,47,326
888,59.0,16466,5,1955,1955,0,816,816,1393,1,8,0,1,300,0,4,135500,2209,1.5,53,386
889,95.0,15865,8,1970,1970,351,1043,2217,2217,2,8,1,2,621,207,10,268000,4434,3.0,37,512
890,128.0,12160,6,1953,1953,1024,481,1505,1505,1,6,1,2,505,0,2,149500,3010,2.0,56,162
891,60.0,8064,5,1949,2006,0,672,672,924,1,6,1,2,576,0,7,122900,1596,1.0,58,0
892,70.0,11184,6,1978,1978,226,192,918,1683,2,7,1,2,440,0,7,172500,2601,2.5,31,243
893,70.0,8414,6,1963,2003,663,396,1059,1068,1,6,0,1,264,0,2,154500,2127,1.5,43,192
894,71.0,13284,5,1954,1954,1064,319,1383,1383,1,6,1,1,354,116,6,165000,2766,2.0,54,627
895,64.0,7018,5,1979,1979,0,0,0,1535,2,8,0,2,400,0,6,118858,1535,2.0,30,0
896,71.0,7056,6,1963,1963,400,380,780,1796,1,8,1,2,483,50,10,140000,2576,2.5,45,50
897,50.0,8765,4,1936,1950,285,666,951,951,1,6,0,1,327,28,4,106500,1902,1.0,70,28
898,64.0,7018,5,1979,1979,0,0,0,2240,2,12,0,2,528,0,6,142953,2240,2.0,30,154
899,100.0,12919,9,2009,2010,2188,142,2330,2364,2,11,2,3,820,67,3,611657,4694,3.5,1,67
900,65.0,6993,5,1961,1994,465,447,912,1236,1,6,1,1,288,0,6,135000,2148,1.0,45,0
901,73.0,7340,4,1971,1971,322,536,858,858,1,4,0,1,684,0,6,110000,1716,1.0,36,0
902,64.0,8712,5,1957,2000,860,132,992,1306,1,5,0,1,756,0,5,153000,2298,2.0,52,0
903,63.0,7875,7,2003,2003,0,783,783,1509,2,8,1,2,393,75,7,180000,2292,2.5,3,75
904,50.0,14859,7,2006,2006,0,1670,1670,1670,2,7,1,3,690,60,8,240000,3340,2.0,0,204
905,71.0,6173,5,1967,1967,599,277,876,902,1,6,0,1,288,0,8,125500,1778,1.0,40,0
906,80.0,9920,5,1954,1954,354,412,1056,1063,1,6,0,1,280,0,2,128000,2119,2.0,56,164
907,116.0,13501,8,2006,2006,63,1560,1623,1636,2,8,1,3,865,60,6,255000,3259,3.0,1,60
908,86.0,11500,7,1936,1987,223,794,1017,2057,1,6,1,1,180,0,6,250000,3074,1.5,70,322
909,73.0,8885,5,1983,1983,301,239,864,902,1,5,0,2,484,0,6,131000,1766,2.0,23,164
910,149.0,12589,6,2005,2005,0,742,742,1484,2,8,1,2,390,24,6,174000,2226,2.5,4,60
911,80.0,11600,5,1960,1960,443,662,1105,2274,2,12,0,2,480,0,1,154300,3379,2.0,50,0
912,70.0,9286,5,1977,1989,196,1072,1268,1268,1,5,0,1,252,0,10,143500,2536,1.5,32,173
913,51.0,6120,5,1925,1950,489,279,768,1015,1,6,0,1,450,0,7,88000,1783,1.0,81,232
914,82.0,6270,5,1949,1950,284,717,1001,2002,2,8,0,3,871,0,8,145000,3003,2.0,58,0
915,30.0,3000,6,2009,2009,294,318,612,1224,2,4,0,2,528,234,6,173733,1836,2.5,0,234
916,21.0,2001,4,1970,1970,0,546,546,1092,1,6,0,1,286,0,1,75000,1638,1.5,37,0
917,50.0,9000,2,1949,1950,50,430,480,480,0,4,0,1,308,0,10,35311,960,1.0,57,0
918,65.5,17140,4,1956,1956,1059,75,1134,1229,1,6,0,1,284,0,4,135000,2363,1.0,53,0
919,103.0,13125,7,1991,1991,48,422,1104,2127,2,8,1,3,833,192,11,238000,3231,3.5,16,488
920,87.0,11029,6,1958,2002,528,245,1184,1414,1,6,1,2,601,51,5,176500,2598,2.0,50,241
921,70.0,8462,6,1994,1994,814,114,928,1721,2,7,0,2,471,87,7,201000,2649,3.0,13,387
922,67.0,8777,5,1900,2003,1084,188,1272,2200,2,9,0,0,0,70,9,145900,3472,5.0,108,70
923,65.0,10237,6,2005,2006,28,1288,1316,1316,2,6,1,2,397,0,10,169990,2632,2.0,1,123
924,50.0,8012,6,1993,1994,165,598,1604,1617,2,5,1,2,533,69,7,193000,3221,3.0,15,69
925,79.0,10240,6,1980,1980,625,0,1686,1686,2,7,1,2,612,131,5,207500,3372,3.0,26,515
926,80.0,15611,5,1977,1977,767,266,1126,1126,2,6,0,2,540,0,3,175000,2252,2.5,31,180
927,93.0,11999,8,2003,2004,0,1181,1181,2374,2,10,1,3,656,100,5,285000,3555,2.5,4,204
928,80.0,9900,7,1968,1968,552,280,832,1978,2,9,1,2,486,43,4,176000,2810,2.5,40,43
929,70.0,11838,8,2001,2001,0,1753,1753,1788,2,7,1,2,522,151,6,236500,3541,2.0,8,353
930,65.0,13006,7,1997,1997,0,964,964,2236,2,8,1,2,642,0,11,222000,3200,2.5,9,0
931,73.0,8925,8,2007,2007,16,1450,1466,1466,2,7,0,3,610,18,7,201000,2932,2.0,2,118
932,70.0,9100,5,1965,1965,338,121,925,925,1,5,0,1,429,0,7,117500,1850,1.5,44,0
933,84.0,11670,9,2006,2006,0,1905,1905,1905,2,8,1,3,788,191,3,320000,3810,2.0,1,191
934,63.0,8487,7,2004,2004,20,1480,1500,1500,2,6,0,2,570,36,8,190000,3000,2.0,5,228
935,313.0,27650,7,1960,2007,425,160,585,2069,2,9,1,2,505,0,11,242000,2654,3.0,48,0
936,52.0,5825,4,1926,1953,0,600,600,747,1,5,0,2,528,0,6,79900,1347,1.0,80,32
937,67.0,10083,7,2003,2003,833,343,1176,1200,2,5,0,2,555,41,8,184900,2376,3.0,6,41
938,75.0,9675,7,2005,2005,341,772,1113,1971,2,8,1,2,689,48,2,253000,3084,2.5,4,48
939,73.0,8760,7,2006,2006,464,927,1391,1962,2,7,0,3,868,90,8,239799,3353,2.5,0,90
940,80.0,24090,7,1940,1950,0,1032,1032,2403,2,10,2,1,349,0,6,244400,3435,2.0,70,374
941,55.0,12640,6,1976,1976,936,396,1728,1728,2,8,0,2,574,0,7,150900,3456,2.0,30,40
942,65.0,8755,7,1999,1999,772,220,992,2060,2,8,1,2,390,0,6,214000,3052,3.5,10,168
943,42.0,7711,4,1977,1977,1440,0,1440,1440,2,8,0,0,0,0,8,150000,2880,4.0,30,321
944,100.0,25000,5,1967,1967,0,1632,1632,1632,2,8,0,2,576,0,6,143000,3264,2.0,40,0
945,85.0,14375,6,1958,1958,111,354,819,1344,1,7,1,2,525,118,1,137500,2163,1.5,51,351
946,98.0,8820,5,1890,1996,1088,0,1088,1869,1,7,0,2,456,0,9,124900,2957,1.0,119,292
947,70.0,8163,5,1959,1959,748,102,1144,1144,1,6,1,1,796,0,3,143000,2288,2.0,47,86
948,85.0,14536,8,2002,2003,1300,316,1616,1629,2,9,1,3,808,252,11,270000,3245,3.0,5,252
949,65.0,14006,7,2002,2002,0,936,936,1776,2,7,1,2,474,96,2,192500,2712,2.5,4,240
950,78.0,9360,6,1972,2006,982,179,1161,1381,1,5,1,2,676,0,3,197500,2542,2.5,38,0
951,60.0,7200,5,1950,2002,398,317,864,864,1,5,0,2,720,0,7,129000,1728,2.0,57,194
952,60.0,7800,5,1965,1965,641,187,828,965,1,6,0,1,300,0,7,119900,1793,2.0,41,421
953,60.0,7200,5,1972,2003,660,108,768,768,1,5,0,1,396,0,4,133900,1536,1.5,37,192
954,73.0,11075,5,1969,1969,562,29,784,1968,2,7,1,2,530,189,9,172000,2752,3.0,39,494
955,35.0,9400,6,1975,1975,945,0,945,980,2,4,0,0,0,0,10,127500,1925,3.0,31,0
956,82.0,7136,6,1946,1950,484,495,979,1958,2,8,0,2,492,0,8,145000,2937,2.0,61,0
957,24.0,1300,6,1980,1980,285,276,561,1229,1,5,1,2,462,0,5,124000,1790,1.5,29,150
958,70.0,7420,5,1962,1962,417,640,1057,1057,1,6,0,2,576,0,4,132000,2114,1.0,45,0
959,65.0,8450,7,2003,2003,699,638,1337,1337,2,6,0,2,531,39,10,185000,2674,3.0,4,39
960,24.0,2572,7,1999,1999,604,92,696,1416,2,6,0,2,484,44,5,155000,2112,3.5,11,44
961,50.0,7207,5,1958,2008,696,162,858,858,1,4,0,0,0,0,2,116500,1716,2.0,52,117
962,80.0,12227,6,1977,1995,896,434,1330,2872,2,11,1,2,619,282,7,272000,4202,3.5,31,832
963,24.0,2308,6,1976,1976,556,248,804,1548,2,7,1,2,440,0,7,155000,2352,3.5,31,48
964,122.0,11923,9,2007,2007,0,1800,1800,1800,2,7,0,2,702,136,5,239000,3600,2.0,2,424
965,80.0,11316,7,2002,2003,624,193,817,1894,2,8,1,2,510,40,2,214900,2711,3.5,8,40
966,65.0,10237,6,2005,2007,0,783,783,1484,2,8,1,2,393,72,7,178900,2267,2.5,2,72
967,130.0,9600,5,1940,1950,428,300,728,1308,1,7,2,1,256,70,6,160000,2036,2.5,69,70
968,73.0,7390,5,1955,1955,902,196,1098,1098,1,6,0,1,260,0,7,135000,2196,2.0,53,0
969,50.0,5925,3,1910,1950,0,600,600,968,1,6,0,0,0,0,5,37900,1568,1.0,99,0
970,75.0,10382,6,1958,1958,513,75,588,1095,1,6,0,1,264,0,3,140000,1683,2.0,48,0
971,60.0,10800,4,1949,1950,0,720,720,1192,1,6,0,0,0,0,12,135000,1912,1.5,57,0
972,36.0,2268,7,2003,2004,567,197,764,1626,2,6,0,2,474,27,7,173000,2390,2.0,6,27
973,55.0,7892,6,1979,1979,0,918,918,918,2,5,1,1,264,0,4,99500,1836,2.0,31,28
974,95.0,11639,7,2007,2008,0,1428,1428,1428,2,6,0,2,480,120,12,182000,2856,2.0,1,120
975,60.0,11414,7,1910,1993,0,728,728,2019,1,8,0,2,532,135,10,167500,2747,1.0,99,644
976,73.5,2651,7,2000,2000,641,32,673,1382,2,6,0,2,490,50,4,165000,2055,3.5,6,203
977,51.0,5900,4,1923,1958,0,440,440,869,1,4,0,0,0,0,8,85500,1309,1.0,83,0
978,35.0,4274,7,2006,2007,1106,135,1241,1241,1,4,0,2,569,116,11,199900,2482,2.5,1,116
979,68.0,9450,4,1954,1954,552,342,894,894,1,5,0,2,400,0,5,110000,1788,1.0,53,0
980,80.0,8816,5,1963,1963,651,470,1121,1121,1,5,0,2,480,80,6,139000,2242,2.0,46,80
981,73.0,12122,7,1961,2007,867,77,944,999,1,6,0,2,588,76,7,178400,1943,2.0,47,220
982,98.0,12203,8,1998,1999,854,371,1225,2612,2,8,1,3,676,0,7,336000,3837,3.5,11,250
983,43.0,3182,7,2007,2007,0,1266,1266,1266,2,6,1,2,388,16,3,159895,2532,2.0,1,116
984,70.0,11250,8,2002,2002,0,1128,1128,2290,2,9,1,2,779,0,5,255900,3418,2.5,6,0
985,75.0,10125,5,1977,1977,0,0,0,1734,2,8,0,2,539,0,8,126000,1734,2.0,32,0
986,68.0,10880,5,1950,1950,1040,124,1164,1164,1,5,0,1,240,48,8,125000,2328,2.0,58,48
987,59.0,5310,6,1910,2003,0,485,485,1635,1,5,0,1,255,0,6,117000,2120,1.0,96,394
988,83.0,10159,9,2009,2010,1646,284,1930,1940,2,8,1,3,606,95,4,395192,3870,3.5,1,263
989,80.0,12046,6,1976,1976,156,692,848,2030,2,8,1,2,551,224,6,195000,2878,2.5,31,224
990,65.0,8125,7,2006,2006,0,770,770,1576,2,6,0,2,614,50,8,197000,2346,2.5,0,50
991,82.0,9452,8,1997,1998,1074,322,1396,2392,2,7,1,3,870,70,6,348000,3788,3.5,9,70
992,121.0,17671,8,1882,1986,216,700,916,1742,1,8,1,2,424,169,11,168000,2658,1.5,127,169
993,80.0,9760,6,1964,1993,536,169,822,1851,2,7,1,2,440,42,7,187000,2673,2.5,43,281
994,68.0,8846,6,2005,2006,0,750,750,1500,2,6,0,2,564,35,8,173900,2250,2.5,1,35
995,96.0,12456,10,2006,2007,1172,528,1700,1718,2,7,1,3,786,48,7,337500,3418,3.0,3,264
996,51.0,4712,4,1946,1950,384,363,747,1230,1,5,0,1,305,57,8,121600,1977,2.5,60,120
997,73.0,10659,5,1961,1961,915,135,1050,1050,1,6,0,1,368,319,1,136500,2100,2.0,45,319
998,80.0,11717,6,1970,1970,0,1442,1442,1442,2,6,1,2,615,0,2,185000,2884,2.0,39,371
999,60.0,9786,3,1922,1950,0,1007,1007,1077,1,6,1,1,210,100,5,91000,2084,1.0,84,148
1000,64.0,6762,7,2006,2006,686,501,1187,1208,2,6,0,2,632,61,2,206000,2395,3.0,4,166
1001,74.0,10206,3,1952,1952,0,0,0,944,1,4,0,2,528,0,7,82000,944,1.0,57,0
1002,60.0,5400,5,1920,1950,0,691,691,691,1,4,0,1,216,20,1,86000,1382,1.0,87,114
1003,75.0,11957,8,2006,2006,24,1550,1574,1574,2,7,1,3,824,104,7,232000,3148,2.0,2,248
1004,80.0,11500,5,1976,1976,0,1680,1680,1680,2,8,0,2,528,0,6,136905,3360,2.0,31,0
1005,43.0,3182,7,2005,2006,16,1330,1346,1504,2,7,1,2,457,0,5,181000,2850,2.0,4,156
1006,65.0,8385,5,1977,1977,595,390,985,985,2,6,0,1,328,0,11,149900,1970,2.0,31,210
1007,73.0,12155,6,1970,1970,1237,420,1657,1657,2,7,1,2,484,0,3,163500,3314,2.5,37,147
1008,21.0,2217,4,1970,1970,273,0,546,1092,1,6,0,1,286,0,8,88000,1638,1.5,39,238
1009,43.0,12118,7,2004,2005,0,1710,1710,1710,2,7,1,2,550,48,4,240000,3420,2.0,5,328
